ID,infection,diet,day,dailyfood
Blue050,control,lipid,-3,6.123333333
Blue050,control,lipid,-2,4.393333333
Blue050,control,lipid,-1,3.696666667
Blue050,control,lipid,1,2.933333333
Blue050,control,lipid,2,2.41
Blue050,control,lipid,3,4.096666667
Blue050,control,lipid,4,4.55
Blue050,control,lipid,5,4.606666667
Blue050,control,lipid,6,2.803333333
Blue050,control,lipid,7,2.25
Blue050,control,lipid,8,2.973333333
Blue050,control,lipid,9,3.703333333
Blue050,control,lipid,10,5.513333333
Blue050,control,lipid,11,5.396666667
Blue050,control,lipid,12,7.52
Blue050,control,lipid,13,5.926666667
Blue050,control,lipid,14,3.946666667
Blue050,control,lipid,15,3.23
Blue050,control,lipid,16,3.686666667
Blue050,control,lipid,17,4.453333333
Blue050,control,lipid,18,4.48
Blue050,control,lipid,19,5.15
Blue050,control,lipid,20,5.023333333
Blue050,control,lipid,21,5.36
Blue050,control,lipid,22,5.25
Blue050,control,lipid,23,5.326666667
Blue050,control,lipid,24,6.546666667
Blue050,control,lipid,25,5.06
Blue050,control,lipid,26,4.613333333
Blue050,control,lipid,27,4.56
Blue050,control,lipid,28,4.15
SEM19140,control,lipid,-7,6.436666667
SEM19140,control,lipid,-6,7.316666667
SEM19140,control,lipid,-5,6.803333333
SEM19140,control,lipid,-4,7.343333333
SEM19140,control,lipid,-3,8.473333333
SEM19140,control,lipid,-2,7.113333333
SEM19140,control,lipid,-1,6.586666667
SEM19140,control,lipid,1,7.143333333
SEM19140,control,lipid,2,5.31
SEM19140,control,lipid,3,6.536666667
SEM19140,control,lipid,4,6.7
SEM19140,control,lipid,5,6.116666667
SEM19140,control,lipid,6,4.933333333
SEM19140,control,lipid,7,5.08
SEM19140,control,lipid,8,5.543333333
SEM19140,control,lipid,9,5.343333333
SEM19140,control,lipid,10,7.683333333
SEM19140,control,lipid,11,6.316666667
SEM19140,control,lipid,12,6.56
SEM19140,control,lipid,13,7.616666667
SEM19140,control,lipid,14,5.946666667
SEM19140,control,lipid,15,4.77
SEM19140,control,lipid,16,4.776666667
SEM19140,control,lipid,17,4.743333333
SEM19140,control,lipid,18,5.75
SEM19140,control,lipid,19,6.23
SEM19140,control,lipid,20,6.953333333
SEM19140,control,lipid,21,5.94
SEM19140,control,lipid,22,5.25
SEM19140,control,lipid,23,4.346666667
SEM19140,control,lipid,24,5.636666667
SEM19140,control,lipid,25,5.34
SEM19140,control,lipid,26,5.663333333
SEM19140,control,lipid,27,4.52
SEM19140,control,lipid,28,5.87
625,control,lipid,-7,12.48666667
625,control,lipid,-6,12.31666667
625,control,lipid,-5,11.69333333
625,control,lipid,-4,11.47333333
625,control,lipid,-3,11.70333333
625,control,lipid,-2,10.08333333
625,control,lipid,-1,11.76666667
625,control,lipid,1,10.64333333
625,control,lipid,2,11.26
625,control,lipid,3,12.47666667
625,control,lipid,4,13.42
625,control,lipid,5,11.82666667
625,control,lipid,6,11.40333333
625,control,lipid,7,10.54
625,control,lipid,8,10.88333333
625,control,lipid,9,11.93333333
625,control,lipid,10,13.74333333
625,control,lipid,11,12.41666667
625,control,lipid,12,12.84
625,control,lipid,13,12.10666667
625,control,lipid,14,11.25666667
625,control,lipid,15,13.62
625,control,lipid,16,11.80666667
625,control,lipid,17,12.58333333
625,control,lipid,18,12.55
625,control,lipid,19,12.61
625,control,lipid,20,11.75333333
625,control,lipid,21,12.43
625,control,lipid,22,11.02
625,control,lipid,23,10.97666667
625,control,lipid,24,9.916666667
625,control,lipid,25,9.68
625,control,lipid,26,11.11333333
625,control,lipid,27,9.89
625,control,lipid,28,10.89
